158.00	186.00 
158.00	187.00 
158.00	188.00 
158.00	189.00 
157.00	190.00 
157.00	191.00 
157.00	192.00 
157.00	193.00 
157.00	194.00 
157.00	195.00 
157.00	196.00 
157.00	197.00 
157.00	198.00 
157.00	199.00 
157.00	200.00 
157.00	201.00 
157.00	202.00 
157.00	203.00 
157.00	204.00 
157.00	205.00 
380.00	181.00 
380.00	180.00 
380.00	179.00 
380.00	178.00 
380.00	177.00 
380.00	176.00 
379.00	175.00 
379.00	174.00 
379.00	173.00 
379.00	172.00 
379.00	171.00 
378.00	170.00 
378.00	169.00 
378.00	168.00 
378.00	167.00 
378.00	166.00 
377.00	165.00 
377.00	164.00 
377.00	163.00 
377.00	162.00 
376.00	161.00 
376.00	160.00 
376.00	159.00 
375.00	158.00 
375.00	157.00 
375.00	156.00 
374.00	155.00 
374.00	154.00 
374.00	153.00 
373.00	152.00 
373.00	151.00 
373.00	150.00 
372.00	149.00 
372.00	148.00 
371.00	147.00 
371.00	146.00 
371.00	145.00 
370.00	144.00 
370.00	143.00 
369.00	142.00 
369.00	141.00 
369.00	140.00 
368.00	139.00 
368.00	138.00 
367.00	137.00 
367.00	136.00 
366.00	135.00 
366.00	134.00 
365.00	133.00 
365.00	132.00 
364.00	131.00 
363.00	130.00 
363.00	129.00 
362.00	128.00 
361.00	127.00 
361.00	126.00 
360.00	125.00 
359.00	124.00 
359.00	123.00 
358.00	122.00 
357.00	121.00 
357.00	120.00 
356.00	119.00 
355.00	118.00 
354.00	117.00 
354.00	116.00 
353.00	115.00 
352.00	114.00 
352.00	113.00 
351.00	112.00 
350.00	111.00 
349.00	110.00 
348.00	109.00 
347.00	108.00 
346.00	107.00 
345.00	106.00 
344.00	105.00 
343.00	104.00 
342.00	103.00 
341.00	102.00 
340.00	101.00 
339.00	100.00 
338.00	99.00 
337.00	99.00 
336.00	98.00 
335.00	97.00 
334.00	96.00 
333.00	96.00 
332.00	95.00 
344.00	295.00 
344.00	296.00 
343.00	297.00 
342.00	298.00 
341.00	299.00 
340.00	300.00 
339.00	301.00 
338.00	302.00 
337.00	303.00 
336.00	304.00 
335.00	305.00 
334.00	306.00 
333.00	307.00 
332.00	308.00 
331.00	309.00 
330.00	309.00 
329.00	310.00 
328.00	311.00 
327.00	312.00 
326.00	313.00 
325.00	314.00 
324.00	314.00 
323.00	315.00 
322.00	316.00 
321.00	316.00 
320.00	317.00 
319.00	318.00 
318.00	319.00 
317.00	319.00 
316.00	320.00 
315.00	320.00 
314.00	321.00 
313.00	322.00 
312.00	322.00 
311.00	323.00 
310.00	324.00 
309.00	324.00 
308.00	325.00 
307.00	326.00 
306.00	326.00 
305.00	326.00 
304.00	327.00 
303.00	328.00 
302.00	328.00 
301.00	328.00 
300.00	329.00 
299.00	330.00 
298.00	330.00 
297.00	331.00 
296.00	331.00 
295.00	331.00 
294.00	332.00 
293.00	332.00 
292.00	332.00 
291.00	333.00 
290.00	333.00 
289.00	333.00 
288.00	334.00 
287.00	335.00 
286.00	335.00 
285.00	335.00 
284.00	335.00 
283.00	336.00 
282.00	336.00 
281.00	336.00 
280.00	337.00 
279.00	337.00 
278.00	337.00 
277.00	337.00 
276.00	337.00 
275.00	338.00 
274.00	338.00 
273.00	338.00 
272.00	338.00 
271.00	338.00 
270.00	338.00 
269.00	339.00 
268.00	339.00 
267.00	339.00 
266.00	340.00 
265.00	340.00 
264.00	340.00 
263.00	340.00 
262.00	341.00 
261.00	342.00 
260.00	342.00 
259.00	341.00 
258.00	341.00 
257.00	341.00 
256.00	341.00 
255.00	341.00 
254.00	342.00 
253.00	342.00 
252.00	342.00 
251.00	342.00 
250.00	341.00 
249.00	341.00 
248.00	341.00 
247.00	341.00 
246.00	341.00 
245.00	341.00 
244.00	341.00 
243.00	341.00 
242.00	341.00 
241.00	341.00 
240.00	340.00 
239.00	340.00 
238.00	340.00 
237.00	340.00 
236.00	340.00 
235.00	340.00 
234.00	340.00 
233.00	340.00 
232.00	339.00 
231.00	339.00 
230.00	339.00 
229.00	338.00 
228.00	338.00 
227.00	338.00 
226.00	338.00 
225.00	337.00 
224.00	337.00 
223.00	337.00 
222.00	337.00 
221.00	337.00 
220.00	336.00 
219.00	336.00 
218.00	336.00 
217.00	335.00 
216.00	335.00 
215.00	334.00 
214.00	334.00 
213.00	334.00 
212.00	333.00 
211.00	333.00 
210.00	332.00 
209.00	332.00 
208.00	332.00 
207.00	331.00 
206.00	331.00 
205.00	330.00 
204.00	329.00 
203.00	329.00 
202.00	328.00 
201.00	327.00 
200.00	327.00 
199.00	326.00 
198.00	326.00 
197.00	325.00 
196.00	325.00 
195.00	324.00 
194.00	323.00 
193.00	323.00 
192.00	322.00 
191.00	321.00 
190.00	321.00 
189.00	320.00 
188.00	319.00 
187.00	318.00 
186.00	317.00 
185.00	317.00 
184.00	316.00 
183.00	315.00 
182.00	314.00 
181.00	313.00 
180.00	313.00 
179.00	312.00 
178.00	311.00 
177.00	310.00 
176.00	309.00 
175.00	308.00 
174.00	307.00 
173.00	306.00 
172.00	305.00 
171.00	304.00 
170.00	303.00 
170.00	302.00 
169.00	301.00 
168.00	300.00 
167.00	299.00 
166.00	298.00 
166.00	297.00 
165.00	296.00 
164.00	295.00 
164.00	294.00 
163.00	293.00 
162.00	292.00 
161.00	291.00 
161.00	290.00 
160.00	289.00 
159.00	288.00 
159.00	287.00 
